Date,Day_of_Week,Lecture_Number,Start_Time,End_Time,Subject,Faculty_ID,Semester,Branch,Section,Classroom,Total_Enrolled,Students_Present,Attendance_Percentage,Previous_Lecture_Attendance,Gap_Since_Previous_Lecture,Practical_Theory,Internal_Test_Week,Assignment_Due,Holiday_Before_After,Weather,Special_Event
27-07-2026,Monday,4,11.15 AM,12.15 PM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,42,20.59,42,Same Day,Theory,Yes,Yes,After,Cloudy,No
27-07-2026,Monday,5,1.30 PM,3.30 PM,STQA Practical,DPY_AAB,3,MCA,A&B,Computer Lab,204,40,19.61,42,1 Day,Practical,No,No,After,Sunny,No
28-07-2026,Tuesday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,88,43.14,40,Same Day,Theory,No,Yes,After,Sunny,Yes
28-07-2026,Tuesday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,88,43.14,88,Same Day,Theory,No,No,No,Rainy,No
28-07-2026,Tuesday,3,10.15 AM,11.15 AM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,85,41.67,88,2 Days,Theory,No,No,No,Sunny,No
28-07-2026,Tuesday,4,11.15 AM,12.15 PM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,82,40.2,85,Same Day,Theory,No,No,After,Cloudy,Yes
28-07-2026,Tuesday,5,1.30 PM,3.30 PM,DS & ML Practical,MLK_SP,3,MCA,A&B,Computer Lab,204,80,39.22,82,3 Days,Practical,No,No,No,Rainy,No
29-07-2026,Wednesday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,78,38.24,80,Same Day,Theory,No,Yes,After,Sunny,Yes
29-07-2026,Wednesday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,78,38.24,78,1 Day,Theory,No,No,No,Sunny,Yes
29-07-2026,Wednesday,3,10.15 AM,11.15 AM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,75,36.76,78,3 Days,Theory,No,Yes,No,Cloudy,No
29-07-2026,Wednesday,4,11.15 AM,12.15 PM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,72,35.29,75,3 Days,Theory,No,No,Before,Rainy,No
29-07-2026,Wednesday,5,1.30 PM,3.30 PM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,70,34.31,72,2 Days,Theory,No,No,Before,Sunny,No
30-07-2026,Thursday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,39,19.12,70,7 Days,Theory,No,Yes,No,Sunny,No
30-07-2026,Thursday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,27,13.24,39,1 Day,Theory,No,Yes,No,Rainy,No
30-07-2026,Thursday,3,10.15 AM,11.15 AM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,30,14.71,27,3 Days,Theory,Yes,No,No,Rainy,No
30-07-2026,Thursday,4,11.15 AM,12.15 PM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,20,9.8,30,Same Day,Theory,Yes,No,No,Sunny,No
30-07-2026,Thursday,5,1.30 PM,3.30 PM,Industry Readiness Program,IRP,3,MCA,A&B,Computer Lab,204,25,12.25,20,Same Day,Practical,No,Yes,After,Sunny,Yes
31-07-2026,Friday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,32,15.69,25,Same Day,Theory,No,No,No,Sunny,No
31-07-2026,Friday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,32,15.69,32,7 Days,Theory,No,No,No,Sunny,No
31-07-2026,Friday,3,10.15 AM,11.15 AM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,27,13.24,32,7 Days,Theory,No,No,Before,Cloudy,No
31-07-2026,Friday,4,11.15 AM,12.15 PM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,22,10.78,27,1 Day,Theory,No,No,Before,Sunny,No
31-07-2026,Friday,5,1.30 PM,3.30 PM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,28,13.73,22,3 Days,Practical,No,No,After,Sunny,Yes
01-08-2026,Saturday,1,8.30 AM,9.15 AM,MAD Practical,SSP_ASP,3,MCA,A&B,Computer Lab,204,52,25.49,28,1 Day,Practical,No,Yes,No,Sunny,No
01-08-2026,Saturday,2,9.15 AM,10.15 AM,MAD Practical,SSP_ASP,3,MCA,A&B,Computer Lab,204,52,25.49,52,Same Day,Practical,No,No,No,Sunny,No
01-08-2026,Saturday,4,11.15 AM,12.15 PM,Mini Project,SP,3,MCA,A&B,Computer Lab,204,48,23.53,52,1 Day,Practical,No,No,No,Sunny,No
03-08-2026,Monday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,33,16.18,48,3 Days,Theory,No,Yes,No,Sunny,Yes
03-08-2026,Monday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,31,15.2,33,7 Days,Theory,Yes,No,No,Sunny,Yes
03-08-2026,Monday,3,10.15 AM,11.15 AM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,35,17.16,31,Same Day,Theory,No,Yes,Before,Sunny,No
03-08-2026,Monday,4,11.15 AM,12.15 PM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,23,11.27,35,1 Day,Theory,Yes,No,No,Rainy,No
03-08-2026,Monday,5,1.30 PM,3.30 PM,STQA Practical,DPY_AAB,3,MCA,A&B,Computer Lab,204,20,9.8,23,7 Days,Practical,No,No,No,Cloudy,No
04-08-2026,Tuesday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,37,18.14,20,Same Day,Theory,No,No,No,Sunny,No
04-08-2026,Tuesday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,24,11.76,37,3 Days,Theory,No,No,No,Sunny,No
04-08-2026,Tuesday,3,10.15 AM,11.15 AM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,21,10.29,24,2 Days,Theory,No,No,After,Sunny,No
04-08-2026,Tuesday,4,11.15 AM,12.15 PM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,34,16.67,21,7 Days,Theory,No,No,No,Rainy,No
04-08-2026,Tuesday,5,1.30 PM,3.30 PM,DS & ML Practical,MLK_SP,3,MCA,A&B,Computer Lab,204,29,14.22,34,7 Days,Practical,No,No,After,Sunny,No
05-08-2026,Wednesday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,82,40.2,29,7 Days,Theory,No,No,No,Cloudy,No
05-08-2026,Wednesday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,82,40.2,82,3 Days,Theory,Yes,Yes,No,Rainy,No
05-08-2026,Wednesday,3,10.15 AM,11.15 AM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,79,38.73,82,1 Day,Theory,Yes,No,Before,Cloudy,No
05-08-2026,Wednesday,4,11.15 AM,12.15 PM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,76,37.25,79,7 Days,Theory,No,No,No,Cloudy,No
05-08-2026,Wednesday,5,1.30 PM,3.30 PM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,74,36.27,76,7 Days,Theory,No,No,No,Rainy,No
06-08-2026,Thursday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,75,36.76,74,7 Days,Theory,No,No,No,Rainy,No
06-08-2026,Thursday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,75,36.76,75,3 Days,Theory,No,No,After,Sunny,No
06-08-2026,Thursday,3,10.15 AM,11.15 AM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,70,34.31,75,3 Days,Theory,Yes,Yes,After,Sunny,No
06-08-2026,Thursday,4,11.15 AM,12.15 PM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,68,33.33,70,2 Days,Theory,No,No,Before,Sunny,Yes
06-08-2026,Thursday,5,1.30 PM,3.30 PM,Industry Readiness Program,IRP,3,MCA,A&B,Computer Lab,204,65,31.86,68,Same Day,Practical,No,No,Before,Sunny,No
07-08-2026,Friday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,62,30.39,65,1 Day,Theory,No,Yes,No,Sunny,No
07-08-2026,Friday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,62,30.39,62,3 Days,Theory,No,No,Before,Sunny,No
07-08-2026,Friday,3,10.15 AM,11.15 AM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,58,28.43,62,3 Days,Theory,Yes,Yes,No,Rainy,No
07-08-2026,Friday,4,11.15 AM,12.15 PM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,55,26.96,58,Same Day,Theory,No,No,Before,Sunny,No
07-08-2026,Friday,5,1.30 PM,3.30 PM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,52,25.49,55,2 Days,Practical,No,No,After,Sunny,No
08-08-2026,Saturday,1,8.30 AM,9.15 AM,MAD Practical,SSP_ASP,3,MCA,A&B,Computer Lab,204,32,15.69,52,3 Days,Practical,No,No,Before,Rainy,No
08-08-2026,Saturday,2,9.15 AM,10.15 AM,MAD Practical,SSP_ASP,3,MCA,A&B,Computer Lab,204,35,17.16,32,1 Day,Practical,Yes,No,No,Sunny,Yes
08-08-2026,Saturday,4,11.15 AM,12.15 PM,Mini Project,SP,3,MCA,A&B,Computer Lab,204,22,10.78,35,1 Day,Practical,No,No,No,Sunny,No
10-08-2026,Monday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,31,15.2,22,3 Days,Theory,No,Yes,No,Rainy,No
10-08-2026,Monday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,32,15.69,31,Same Day,Theory,No,Yes,No,Sunny,No
10-08-2026,Monday,3,10.15 AM,11.15 AM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,22,10.78,32,1 Day,Theory,No,Yes,No,Sunny,No
10-08-2026,Monday,4,11.15 AM,12.15 PM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,32,15.69,22,2 Days,Theory,No,No,No,Sunny,No
10-08-2026,Monday,5,1.30 PM,3.30 PM,STQA Practical,DPY_AAB,3,MCA,A&B,Computer Lab,204,37,18.14,32,2 Days,Practical,No,No,No,Cloudy,No
11-08-2026,Tuesday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,28,13.73,37,2 Days,Theory,No,Yes,After,Sunny,No
11-08-2026,Tuesday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,24,11.76,28,3 Days,Theory,No,No,No,Sunny,No
11-08-2026,Tuesday,3,10.15 AM,11.15 AM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,29,14.22,24,Same Day,Theory,No,No,No,Cloudy,No
11-08-2026,Tuesday,4,11.15 AM,12.15 PM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,27,13.24,29,7 Days,Theory,No,Yes,No,Sunny,No
11-08-2026,Tuesday,5,1.30 PM,3.30 PM,DS & ML Practical,MLK_SP,3,MCA,A&B,Computer Lab,204,20,9.8,27,2 Days,Practical,No,No,Before,Rainy,No
12-08-2026,Wednesday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,39,19.12,20,2 Days,Theory,Yes,Yes,Before,Rainy,No
12-08-2026,Wednesday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,26,12.75,39,2 Days,Theory,No,Yes,No,Cloudy,No
12-08-2026,Wednesday,3,10.15 AM,11.15 AM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,34,16.67,26,1 Day,Theory,No,No,No,Cloudy,No
12-08-2026,Wednesday,4,11.15 AM,12.15 PM,Principles of Cloud Management and Security,KSD_SDM,3,MCA,A&B,Computer Lab,204,33,16.18,34,1 Day,Theory,No,No,No,Cloudy,No
12-08-2026,Wednesday,5,1.30 PM,3.30 PM,Innovation and Entrepreneurship Development,JSP,3,MCA,A&B,Computer Lab,204,23,11.27,33,1 Day,Theory,No,No,No,Rainy,No
13-08-2026,Thursday,1,8.30 AM,9.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,25,12.25,23,7 Days,Theory,No,No,No,Sunny,No
13-08-2026,Thursday,2,9.15 AM,10.15 AM,Mobile Application Development,SSP,3,MCA,A&B,Computer Lab,204,36,17.65,25,3 Days,Theory,No,No,No,Rainy,No
13-08-2026,Thursday,3,10.15 AM,11.15 AM,Data Science & Machine Learning,SP_MLK,3,MCA,A&B,Computer Lab,204,39,19.12,36,2 Days,Theory,No,No,After,Sunny,No
13-08-2026,Thursday,4,11.15 AM,12.15 PM,Software Testing and Quality Assurance,DPY_AAB,3,MCA,A&B,Computer Lab,204,27,13.24,39,7 Days,Theory,No,No,After,Sunny,No
13-08-2026,Thursday,5,1.30 PM,3.30 PM,Industry Readiness Program,IRP,3,MCA,A&B,Computer Lab,204,23,11.27,27,2 Days,Practical,Yes,No,No,Cloudy,No
,,,,,,,,,,,,,,23,,,,,,,
